id;start_date;updated_date;survey_id;status;device_type;1_¿Qué museo acabas de visitar?;2_La recepción y atención al público;3_La información: paneles, folletos, cartelas ...;4_El confort, el orden y la limpieza en la visita;5_La adaptación a visitantes con discapacidad ;6_Teniendo en cuenta toda su experiencia, ¿cuál es su valoración global con la visita  en una escala de 0 a 10, siendo “0”, totalmente insatisfactoria y “10”, totalmente satisfactoria;7_Nos encantaría recibir sus observaciones, comentarios o recomendaciones para ayudarnos a mejorar el servicio;8_¿Cuál es su grupo de edad?;9_¿Cuál es su sexo?
41416388;2023-12-11 17:28:23;2023-12-11 17:28:44;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;10;;De 41 a 65 años;Femenino
41416390;2023-12-11 17:28:44;2023-12-11 17:29:04;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
41416393;2023-12-11 17:29:04;2023-12-11 17:29:28;311750;Completa;Desktop;Historia de Madrid;8;8;9;10;8;;De 41 a 65 años;Masculino
41416399;2023-12-11 17:29:28;2023-12-11 17:30:03;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;10;;De 66 o más años;Masculino
41416405;2023-12-11 17:30:03;2023-12-11 17:30:26;311750;Completa;Desktop;Historia de Madrid;9;9;9;9;9;;De 41 a 65 años;
41416407;2023-12-11 17:30:26;2023-12-11 17:36:02;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41416464;2023-12-11 17:36:02;2023-12-11 17:37:52;311750;Completa;Desktop;Historia de Madrid;10;8;10;;8;;De 66 o más años;Femenino
41416482;2023-12-11 17:37:52;2023-12-11 17:38:16;311750;Completa;Desktop;Historia de Madrid;9;9;9;9;10;;De 41 a 65 años;Masculino
41416488;2023-12-11 17:38:16;2023-12-11 17:42:41;311750;Completa;Desktop;Historia de Madrid;9;9;9;9;8;;De 41 a 65 años;
41416519;2023-12-11 17:42:41;2023-12-11 17:43:16;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
41416525;2023-12-11 17:43:16;2023-12-11 17:43:53;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
41416528;2023-12-11 17:43:53;2023-12-11 17:45:01;311750;Completa;Desktop;Historia de Madrid;9;9;10;9;10;;De 41 a 65 años;
41416536;2023-12-11 17:45:01;2023-12-11 17:45:24;311750;Completa;Desktop;Historia de Madrid;9;10;10;10;10;;Menos de 18 años;Femenino
41416540;2023-12-11 17:45:24;2023-12-11 17:45:50;311750;Completa;Desktop;Historia de Madrid;10;10;10;9;10;;De 41 a 65 años;Femenino
41416543;2023-12-11 17:45:50;2023-12-11 17:46:41;311750;Completa;Desktop;Historia de Madrid;10;8;9;;;;;
41416546;2023-12-11 17:46:41;2023-12-11 17:47:05;311750;Completa;Desktop;Historia de Madrid;9;9;10;10;10;;De 41 a 65 años;Masculino
41416550;2023-12-11 17:47:05;2023-12-11 17:47:23;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
41416551;2023-12-11 17:47:23;2023-12-11 17:48:17;311750;Completa;Desktop;Historia de Madrid;8;8;7;10;9;;De 18 a 25 años;Masculino
41416557;2023-12-11 17:48:17;2023-12-11 17:48:33;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41416558;2023-12-11 17:48:33;2023-12-11 17:49:34;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
41416568;2023-12-11 17:49:34;2023-12-11 17:50:04;311750;Completa;Desktop;Historia de Madrid;10;10;10;9;9;;De 18 a 25 años;Otro
41416572;2023-12-11 17:50:04;2023-12-11 17:50:25;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41416576;2023-12-11 17:50:25;2023-12-11 17:50:45;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41416581;2023-12-11 17:50:45;2023-12-11 17:51:12;311750;Completa;Desktop;Historia de Madrid;8;8;8;8;8;;De 41 a 65 años;Femenino
41416584;2023-12-11 17:51:13;2023-12-11 17:51:49;311750;Completa;Desktop;Historia de Madrid;3;8;9;7;7;;De 18 a 25 años;Masculino
41416592;2023-12-11 17:51:49;2023-12-11 17:52:12;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;10;;De 26 a 40 años;Femenino
41416594;2023-12-11 17:52:12;2023-12-11 17:52:38;311750;Completa;Desktop;Historia de Madrid;5;8;7;;7;;De 41 a 65 años;Femenino
41416598;2023-12-11 17:52:38;2023-12-11 17:52:54;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
41416602;2023-12-11 17:52:54;2023-12-11 17:53:38;311750;Completa;Desktop;Historia de Madrid;5;3;2;10;6;;De 18 a 25 años;Femenino
41416607;2023-12-11 17:53:38;2023-12-11 17:54:02;311750;Completa;Desktop;Historia de Madrid;6;6;6;7;6;;De 41 a 65 años;Femenino
41416611;2023-12-11 17:54:02;2023-12-11 17:54:59;311750;Completa;Desktop;Historia de Madrid;10;9;10;;;;;
41416614;2023-12-11 17:54:59;2023-12-11 17:56:34;311750;Completa;Desktop;Historia de Madrid;8;6;8;8;8;;De 41 a 65 años;Femenino
41416623;2023-12-11 17:56:34;2023-12-11 17:56:58;311750;Completa;Desktop;Historia de Madrid;10;7;10;10;9;;De 26 a 40 años;
41416626;2023-12-11 17:56:58;2023-12-11 17:58:04;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41416632;2023-12-11 17:58:04;2023-12-11 17:58:32;311750;Completa;Desktop;Historia de Madrid;8;6;10;;8;;De 41 a 65 años;Femenino
41416636;2023-12-11 17:58:32;2023-12-11 17:58:53;311750;Completa;Desktop;Historia de Madrid;8;;9;9;8;;De 41 a 65 años;Otro
41416637;2023-12-11 17:58:53;2023-12-11 17:59:18;311750;Completa;Desktop;Historia de Madrid;8;9;10;10;9;;Menos de 18 años;
41416638;2023-12-11 17:59:18;2023-12-11 17:59:39;311750;Completa;Desktop;Historia de Madrid;8;10;10;;7;;De 41 a 65 años;Masculino
41416640;2023-12-11 17:59:39;2023-12-11 18:00:02;311750;Completa;Desktop;Historia de Madrid;9;8;9;10;9;;De 41 a 65 años;Masculino
41416645;2023-12-11 18:00:02;2023-12-11 18:00:54;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41416651;2023-12-11 18:00:54;2023-12-11 18:02:22;311750;Completa;Desktop;Historia de Madrid;8;7;10;10;7;;De 26 a 40 años;Masculino
41416661;2023-12-11 18:02:22;2023-12-11 18:02:40;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
41416663;2023-12-11 18:02:40;2023-12-11 18:03:02;311750;Completa;Desktop;Historia de Madrid;10;9;9;;10;;Menos de 18 años;Femenino
41416667;2023-12-11 18:03:02;2023-12-11 18:03:20;311750;Completa;Desktop;Historia de Madrid;9;8;8;9;9;;De 18 a 25 años;Masculino
41416670;2023-12-11 18:03:20;2023-12-11 18:03:54;311750;Completa;Desktop;Historia de Madrid;0;7;8;6;7;;Menos de 18 años;Masculino
41416674;2023-12-11 18:03:54;2023-12-11 18:04:30;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41416680;2023-12-11 18:04:30;2023-12-11 18:04:54;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
41416683;2023-12-11 18:04:54;2023-12-11 18:05:20;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Masculino
41416687;2023-12-11 18:05:20;2023-12-11 18:05:54;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41416691;2023-12-11 18:05:54;2023-12-11 18:06:14;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41416694;2023-12-11 18:06:14;2023-12-11 18:06:32;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;10;;De 41 a 65 años;Femenino
41416695;2023-12-11 18:06:32;2023-12-11 18:06:56;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Femenino
41416697;2023-12-11 18:06:56;2023-12-11 18:07:15;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41416699;2023-12-11 18:07:15;2023-12-11 18:07:37;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41416704;2023-12-11 18:07:38;2023-12-11 18:07:57;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
41416708;2023-12-11 18:07:57;2023-12-11 18:08:18;311750;Completa;Desktop;Historia de Madrid;10;10;9;10;9;;De 18 a 25 años;Femenino
41416713;2023-12-11 18:08:18;2023-12-11 18:08:44;311750;Completa;Desktop;Historia de Madrid;9;9;9;9;9;;De 18 a 25 años;Masculino
41416716;2023-12-11 18:08:44;2023-12-11 18:09:01;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Femenino
41416719;2023-12-11 18:09:01;2023-12-11 18:09:32;311750;Completa;Desktop;Historia de Madrid;10;9;7;7;9;;De 26 a 40 años;Femenino
41416726;2023-12-11 18:09:32;2023-12-11 18:09:54;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;9;;De 41 a 65 años;Femenino
41416729;2023-12-11 18:09:54;2023-12-11 18:10:16;311750;Completa;Desktop;Historia de Madrid;10;7;10;10;9;;De 41 a 65 años;Masculino
41416735;2023-12-11 18:10:16;2023-12-11 18:10:26;311750;Parcial;Desktop;Historia de Madrid;;;;;;;;
41582322;2023-12-15 18:18:37;2023-12-15 18:19:04;311750;Completa;Mobile;San Antonio de la Florida;10;10;10;10;10;Nada;De 26 a 40 años;Masculino
41660891;2023-12-21 09:14:01;2023-12-21 09:16:00;311750;Completa;Desktop;Historia de Madrid;10;9;5;10;10;;De 41 a 65 años;
41660908;2023-12-21 09:16:00;2023-12-21 09:35:41;311750;Completa;Desktop;Historia de Madrid;2;8;10;10;10;;De 18 a 25 años;
41661017;2023-12-21 09:35:41;2023-12-21 09:36:42;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
41661024;2023-12-21 09:36:42;2023-12-21 09:40:31;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;10;;De 66 o más años;Femenino
41661040;2023-12-21 09:40:31;2023-12-21 09:41:28;311750;Completa;Desktop;Historia de Madrid;;;;10;10;;De 26 a 40 años;Masculino
41661043;2023-12-21 09:41:28;2023-12-21 09:42:28;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;
41661047;2023-12-21 09:42:28;2023-12-21 09:43:06;311750;Completa;Desktop;Historia de Madrid;8;10;10;8;9;;De 41 a 65 años;Masculino
41661052;2023-12-21 09:43:06;2023-12-21 09:44:12;311750;Completa;Desktop;Historia de Madrid;7;7;10;10;8;;De 18 a 25 años;
41661059;2023-12-21 09:44:12;2023-12-21 09:44:54;311750;Completa;Desktop;Historia de Madrid;9;9;10;8;9;;De 66 o más años;Masculino
41661063;2023-12-21 09:44:54;2023-12-21 09:58:34;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 26 a 40 años;Masculino
41661139;2023-12-21 09:58:34;2023-12-21 09:59:16;311750;Completa;Desktop;Historia de Madrid;10;10;10;7;9;;De 41 a 65 años;Femenino
41661142;2023-12-21 09:59:16;2023-12-21 10:01:07;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41661148;2023-12-21 10:01:07;2023-12-21 10:08:28;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
41661162;2023-12-21 10:08:28;2023-12-21 10:09:22;311750;Completa;Desktop;Historia de Madrid;8;5;10;9;9;;;
41661167;2023-12-21 10:09:22;2023-12-21 10:10:15;311750;Completa;Desktop;Historia de Madrid;9;8;9;8;8;Me ha encantado el cuadro con Realidad Aumentada;De 26 a 40 años;Femenino
41661173;2023-12-21 10:10:15;2023-12-21 10:11:06;311750;Completa;Desktop;Historia de Madrid;9;9;9;;9;;De 66 o más años;Femenino
41661176;2023-12-21 10:11:06;2023-12-21 10:11:47;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Masculino
41661178;2023-12-21 10:11:47;2023-12-21 10:12:31;311750;Completa;Desktop;Historia de Madrid;10;7;8;8;7;;De 41 a 65 años;Masculino
41661181;2023-12-21 10:12:31;2023-12-21 10:13:05;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41661183;2023-12-21 10:13:05;2023-12-21 10:15:56;311750;Completa;Desktop;Historia de Madrid;9;9;9;10;10;;De 41 a 65 años;Femenino
41661196;2023-12-21 10:15:56;2023-12-21 10:16:27;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41661197;2023-12-21 10:16:27;2023-12-21 10:17:06;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
41661200;2023-12-21 10:17:06;2023-12-21 10:18:17;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;Los empleados muy atentos pendientes de todo;De 41 a 65 años;Femenino
41661205;2023-12-21 10:18:17;2023-12-21 10:21:31;311750;Completa;Desktop;Historia de Madrid;10;6;9;8;10;;De 41 a 65 años;Femenino
41661215;2023-12-21 10:21:31;2023-12-21 10:22:11;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;9;;De 18 a 25 años;Masculino
41661218;2023-12-21 10:22:11;2023-12-21 10:22:55;311750;Completa;Desktop;Historia de Madrid;8;9;9;10;9;;De 66 o más años;Masculino
41661223;2023-12-21 10:22:55;2023-12-21 10:23:30;311750;Completa;Desktop;Historia de Madrid;10;8;10;9;9;;De 41 a 65 años;Masculino
41661224;2023-12-21 10:23:30;2023-12-21 10:24:15;311750;Completa;Desktop;Historia de Madrid;10;10;10;9;10;;;Masculino
41661227;2023-12-21 10:24:15;2023-12-21 10:24:53;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Masculino
41661229;2023-12-21 10:24:53;2023-12-21 10:25:23;311750;Completa;Desktop;Historia de Madrid;;;;10;10;;De 41 a 65 años;Masculino
41661231;2023-12-21 10:25:23;2023-12-21 10:26:13;311750;Completa;Desktop;Historia de Madrid;10;10;10;9;9;;De 41 a 65 años;
41661232;2023-12-21 10:26:13;2023-12-21 10:26:57;311750;Completa;Desktop;Historia de Madrid;9;9;9;9;9;;De 41 a 65 años;Femenino
41661236;2023-12-21 10:26:57;2023-12-21 10:27:34;311750;Completa;Desktop;Historia de Madrid;10;5;8;10;7;;De 18 a 25 años;Femenino
41661237;2023-12-21 10:27:34;2023-12-21 10:28:05;311750;Completa;Desktop;Historia de Madrid;10;9;9;;8;;De 66 o más años;Femenino
41661240;2023-12-21 10:28:05;2023-12-21 10:28:40;311750;Completa;Desktop;Historia de Madrid;8;8;9;8;9;;De 41 a 65 años;Masculino
41661245;2023-12-21 10:28:40;2023-12-21 10:29:18;311750;Completa;Desktop;Historia de Madrid;10;;9;10;10;;De 41 a 65 años;Femenino
41661248;2023-12-21 10:29:18;2023-12-21 10:29:52;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41661249;2023-12-21 10:29:52;2023-12-21 10:30:28;311750;Completa;Desktop;Historia de Madrid;10;6;9;6;8;;De 18 a 25 años;
41661250;2023-12-21 10:30:28;2023-12-21 10:31:10;311750;Completa;Desktop;Historia de Madrid;9;8;10;10;9;;De 41 a 65 años;Femenino
41661251;2023-12-21 10:31:10;2023-12-21 10:31:39;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41661254;2023-12-21 10:31:39;2023-12-21 10:32:13;311750;Completa;Desktop;Historia de Madrid;10;8;9;10;9;;De 18 a 25 años;Femenino
41661256;2023-12-21 10:32:13;2023-12-21 10:33:05;311750;Completa;Desktop;Historia de Madrid;9;10;9;;;;;Femenino
41661260;2023-12-21 10:33:05;2023-12-21 10:33:32;311750;Completa;Desktop;Historia de Madrid;;;;8;10;;Menos de 18 años;Femenino
41661264;2023-12-21 10:33:32;2023-12-21 10:34:02;311750;Completa;Desktop;Historia de Madrid;10;7;10;7;7;;De 26 a 40 años;Masculino
41661266;2023-12-21 10:34:02;2023-12-21 10:34:35;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41661268;2023-12-21 10:34:35;2023-12-21 10:35:02;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41661270;2023-12-21 10:35:02;2023-12-21 10:35:31;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41661276;2023-12-21 10:35:31;2023-12-21 10:36:02;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Femenino
41661280;2023-12-21 10:36:02;2023-12-21 10:36:33;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;Menos de 18 años;Femenino
41661285;2023-12-21 10:36:33;2023-12-21 10:37:05;311750;Completa;Desktop;Historia de Madrid;8;4;10;;;;;
41661289;2023-12-21 10:37:05;2023-12-21 10:37:45;311750;Completa;Desktop;Historia de Madrid;10;9;9;10;8;;De 41 a 65 años;Masculino
41661295;2023-12-21 10:37:45;2023-12-21 10:38:17;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41661299;2023-12-21 10:38:17;2023-12-21 10:38:56;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41661300;2023-12-21 10:38:56;2023-12-21 10:39:33;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Otro
41661306;2023-12-21 10:39:33;2023-12-21 10:40:03;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;Menos de 18 años;Masculino
41661308;2023-12-21 10:40:03;2023-12-21 10:40:36;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41661311;2023-12-21 10:40:36;2023-12-21 10:41:10;311750;Completa;Desktop;Historia de Madrid;9;9;10;10;9;;De 41 a 65 años;Masculino
41661313;2023-12-21 10:41:10;2023-12-21 10:41:36;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Femenino
41661315;2023-12-21 10:41:36;2023-12-21 10:42:26;311750;Completa;Desktop;Historia de Madrid;9;8;9;8;10;;De 41 a 65 años;Femenino
41661318;2023-12-21 10:42:26;2023-12-21 10:43:03;311750;Completa;Desktop;Historia de Madrid;10;8;8;9;10;;De 41 a 65 años;
41661320;2023-12-21 10:43:03;2023-12-21 10:43:33;311750;Completa;Desktop;Historia de Madrid;10;10;10;;8;;De 18 a 25 años;Masculino
41661322;2023-12-21 10:43:33;2023-12-21 10:44:04;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
41661326;2023-12-21 10:44:04;2023-12-21 10:44:34;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;;Femenino
41661329;2023-12-21 10:44:34;2023-12-21 10:45:04;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
41661331;2023-12-21 10:45:04;2023-12-21 10:48:29;311750;Completa;Desktop;Historia de Madrid;8;8;8;8;7;;De 26 a 40 años;Femenino
41661342;2023-12-21 10:48:29;2023-12-21 10:49:08;311750;Completa;Desktop;Historia de Madrid;10;8;8;10;10;;De 41 a 65 años;
41661345;2023-12-21 10:49:08;2023-12-21 10:49:35;311750;Completa;Desktop;Historia de Madrid;10;10;10;8;9;;De 41 a 65 años;Femenino
41661346;2023-12-21 10:49:35;2023-12-21 10:50:07;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;9;;De 66 o más años;Femenino
41661349;2023-12-21 10:50:07;2023-12-21 10:50:33;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
41661352;2023-12-21 10:50:34;2023-12-21 10:51:11;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
41661355;2023-12-21 10:51:11;2023-12-21 10:51:40;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;10;;De 26 a 40 años;
41670888;2023-12-22 10:16:24;2023-12-22 10:16:59;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 26 a 40 años;Otro
41670890;2023-12-22 10:16:59;2023-12-22 10:17:52;311750;Completa;Desktop;Historia de Madrid;7;6;8;7;8;;De 41 a 65 años;Masculino
41670891;2023-12-22 10:17:52;2023-12-22 10:19:13;311750;Completa;Desktop;Historia de Madrid;7;8;8;9;9;Pocos aseos para la afluencia de público;De 41 a 65 años;
41670893;2023-12-22 10:19:13;2023-12-22 10:21:11;311750;Completa;Desktop;Historia de Madrid;9;9;10;8;9;;De 41 a 65 años;Masculino
41670896;2023-12-22 10:21:11;2023-12-22 10:21:44;311750;Completa;Desktop;Historia de Madrid;8;10;10;8;8;;De 66 o más años;Femenino
41670897;2023-12-22 10:21:44;2023-12-22 10:22:18;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;10;;De 26 a 40 años;Femenino
41670899;2023-12-22 10:22:18;2023-12-22 10:23:03;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
41670902;2023-12-22 10:23:03;2023-12-22 10:25:22;311750;Completa;Desktop;Historia de Madrid;9;7;7;;;;De 66 o más años;
41693269;2023-12-22 19:02:36;2023-12-22 19:03:21;311750;Completa;Mobile;Historia de Madrid;10;10;10;10;10;Todo excelente disfruté mucho de mi visita ;De 26 a 40 años;Femenino
41693271;2023-12-22 19:03:21;2023-12-22 19:03:30;311750;Completa;Mobile;Historia de Madrid;;;;;;;;
41695812;2023-12-23 20:25:07;2023-12-23 20:26:36;311750;Completa;Mobile;Historia de Madrid;8;9;9;10;8;He echado algo más de calor;De 41 a 65 años;Femenino
41695813;2023-12-23 20:26:36;2023-12-23 20:26:45;311750;Completa;Mobile;Historia de Madrid;;;;;;;;
41719230;2023-12-27 09:20:37;2023-12-27 09:21:38;311750;Completa;Desktop;Historia de Madrid;10;5;10;10;6;;De 26 a 40 años;
41719235;2023-12-27 09:21:38;2023-12-27 09:22:09;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
41719238;2023-12-27 09:22:09;2023-12-27 09:22:41;311750;Completa;Desktop;Historia de Madrid;6;6;7;8;8;;De 26 a 40 años;Masculino
41719245;2023-12-27 09:22:41;2023-12-27 09:23:13;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
41719250;2023-12-27 09:23:13;2023-12-27 09:23:50;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
41719253;2023-12-27 09:23:50;2023-12-27 09:24:22;311750;Completa;Desktop;Historia de Madrid;10;7;9;;9;;Menos de 18 años;Masculino
41719254;2023-12-27 09:24:22;2023-12-27 09:24:57;311750;Completa;Desktop;Historia de Madrid;10;7;10;;10;;De 18 a 25 años;Femenino
41719255;2023-12-27 09:24:57;2023-12-27 09:25:18;311750;Completa;Desktop;Historia de Madrid;;;;;10;;De 41 a 65 años;Masculino
41719256;2023-12-27 09:25:18;2023-12-27 09:26:09;311750;Completa;Desktop;Historia de Madrid;9;9;9;9;10;;De 41 a 65 años;Masculino
41719257;2023-12-27 09:26:09;2023-12-27 09:26:40;311750;Completa;Desktop;Historia de Madrid;8;8;10;9;9;;De 26 a 40 años;Masculino
41719260;2023-12-27 09:26:40;2023-12-27 09:27:22;311750;Completa;Desktop;Historia de Madrid;8;9;10;9;10;;De 41 a 65 años;Femenino
41719262;2023-12-27 09:27:22;2023-12-27 09:27:55;311750;Completa;Desktop;Historia de Madrid;8;8;8;4;8;;De 26 a 40 años;Femenino
41719265;2023-12-27 09:27:55;2023-12-27 09:28:23;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
